id,popularity,budget,revenue,original_title,cast,director,genres,production_companies,vote_average
294254,3.968891,61000000,311256926,maze runner scorch trials,"['dylanobrien', 'kayascodelario', 'thomasbrodiesangster', 'giancarloesposito', 'aidangillen']",['wesball'],"['action', 'sciencefiction', 'thriller']","['gothamgroup', 'templehillentertainment', 'tsgentertainment']",6.4
280996,3.927333,0,29355203,mr holmes,"['ianmckellen', 'miloparker', 'lauralinney', 'hattiemorahan', 'patrickkennedy']",['billcondon'],"['mystery', 'drama']","['bbcfilms', 'seesawfilms', 'filmnationentertainment', 'archergray', 'aifilm']",6.4
198184,3.899557,49000000,102069268,chappie,"['sharltocopley', 'devpatel', 'ninja', 'yolandivisser', 'josepablocantillo']",['neillblomkamp'],"['crime', 'action', 'sciencefiction']","['columbiapictures', 'mediarightscapital', 'sonypicturesentertainmentspe', 'alphacore', 'genrefilms']",6.6
254470,3.877764,29000000,287506194,pitch perfect ,"['annakendrick', 'rebelwilson', 'haileesteinfeld', 'brittanysnow', 'skylarastin']",['elizabethbanks'],"['comedy', 'music']","['universalpictures', 'goldcirclefilms', 'brownstoneproductions']",6.8
296098,3.64821,40000000,162610473,bridge spies,"['tomhanks', 'markrylance', 'amyryan', 'alanalda', 'sebastiankoch']",['stevenspielberg'],"['thriller', 'drama']","['dreamworksskg', 'amblinentertainment', 'studiobabelsberg', 'fox2pictures', 'marcplattproductions']",7.1
257445,3.644541,58000000,150170815,goosebumps,"['jackblack', 'dylanminnette', 'odeyarush', 'amyryan', 'jillianbell']",['robletterman'],"['adventure', 'horror', 'comedy']","['columbiapictures', 'originalfilm', 'scholasticentertainment']",6.2
264644,3.557846,6000000,35401758,room,"['brielarson', 'jacobtremblay', 'joanallen', 'seanbridgers', 'williamhmacy']",['lennyabrahamson'],"['drama', 'thriller']","['elementpictures', 'notracecamping', 'a24', 'duperelefilms']",8.0
339527,3.358321,0,22354572,solace,"['abbiecornish', 'jeffreydeanmorgan', 'colinfarrell', 'anthonyhopkins', 'marleyshelton']",['afonsopoyart'],"['crime', 'drama', 'mystery']","['edenrockmedia', 'filmnationentertainment', 'flynnpicturecompany']",6.2
105864,3.339135,175000000,331926147,good dinosaur,"['raymondochoa', 'jackbright', 'jeffreywright', 'francesmcdormand', 'maleahnipaypadilla']",['petersohn'],"['adventure', 'animation', 'comedy', 'family', 'fantasy']","['waltdisneypictures', 'pixaranimationstudios', 'buenavista']",6.6
241554,3.23737,50000000,71561644,run night,"['liamneeson', 'edharris', 'joelkinnaman', 'boydholbrook', 'brucemcgill']",['jaumecolletserra'],"['action', 'crime', 'drama', 'mystery', 'thriller']","['vertigoentertainment', 'energyentertainment', 'ratpacduneentertainment']",6.3
167073,3.227329,11000000,62076141,brooklyn,"['saoirseronan', 'domhnallgleeson', 'emorycohen', 'emilybettrickards', 'eileenohiggins']",['johncrowley'],"['drama', 'romance']","['wildgazefilms', 'irishfilmboard', 'item7', 'parallelfilmproductions']",7.3
277216,3.202719,28000000,201634991,straight outta compton,"['osheajacksonjr', 'coreyhawkins', 'jasonmitchell', 'neilbrownjr', 'aldishodge']",['fgarygray'],"['drama', 'music']","['newlinecinema', 'universalpictures', 'legendarypictures', 'cubevision', 'brokenchairflickz']",7.7
274854,3.080505,90000000,140396650,last witch hunter,"['vindiesel', 'roseleslie', 'michaelcaine', 'elijahwood', 'ã“lafurdarriã“lafsson']",['breckeisner'],"['fantasy', 'action', 'adventure']","['summitentertainment', 'atmosphereentertainmentmm', 'oneracefilms', 'goldmannpictures', 'neoreel']",5.6
321697,3.0795220000000003,30000000,34441873,steve jobs,"['michaelfassbender', 'katewinslet', 'sethrogen', 'katherinewaterston', 'jeffdaniels']",['dannyboyle'],"['history', 'drama']","['universalpictures', 'scottrudinproductions', 'legendarypictures', 'themarkgordoncompany', 'management36']",6.9
203801,3.053421,75000000,108145109,man uncle,"['henrycavill', 'armiehammer', 'aliciavikander', 'elizabethdebicki', 'lucacalvani']",['guyritchie'],"['comedy', 'action', 'adventure']","['davisentertainment', 'warnerbros', 'wigramproductions', 'ratpacduneentertainment']",7.0
293863,3.025852,25000000,42629776,age adaline,"['blakelively', 'michielhuisman', 'harrisonford', 'ellenburstyn', 'kathybaker']",['leetolandkrieger'],"['fantasy', 'drama', 'romance']","['lakeshoreentertainment', 'sidneykimmelentertainment', 'sierraaffinity']",7.3
325348,3.023253,10000000,14333790,hardcore henry,"['sharltocopley', 'haleybennett', 'danilakozlovskiy', 'timroth', 'andreidementiev']",['ilyanaishuller'],"['action', 'adventure', 'sciencefiction']","['bazelevsproduction', 'versuspictures']",5.9
228161,2.976436,135000000,368871007,home,"['jimparsons', 'rihanna', 'stevemartin', 'jenniferlopez', 'mattjones']",['timjohnson'],"['fantasy', 'comedy', 'animation', 'sciencefiction', 'family']","['twentiethcenturyfoxfilmcorporation', 'dreamworksanimation']",6.9
286565,2.968254,12000000,85512300,paper towns,"['natwolff', 'caradelevingne', 'halstonsage', 'justicesmith', 'austinabrams']",['jakeschreier'],"['drama', 'mystery', 'romance']",['fox2pictures'],6.2
265208,2.93234,30000000,0,wild card,"['jasonstatham', 'michaelangarano', 'miloventimiglia', 'dominikgarcã\xadalorido', 'anneheche']",['simonwest'],"['thriller', 'crime', 'drama']","['currententertainment', 'lionsgate', 'sierraaffinity', 'sjheatproductions', 'silverstateproductionservices']",5.3
254320,2.885126,4000000,9064511,lobster,"['colinfarrell', 'rachelweisz', 'lã©aseydoux', 'johncreilly', 'benwhishaw']",['yorgoslanthimos'],"['thriller', 'comedy', 'drama', 'romance', 'sciencefiction']","['hautetcourt', 'eurimages', 'lemmingfilm', 'elementpictures', 'nederlandsfondsvoordefilm']",6.6
258480,2.883233,11800000,40272135,carol,"['cateblanchett', 'rooneymara', 'kylechandler', 'sarahpaulson', 'jakelacy']",['toddhaynes'],"['romance', 'drama']","['killerfilms', 'film4', 'numberfilms']",7.1
257211,2.814802,35000000,194564672,intern,"['robertdeniro', 'annehathaway', 'renerusso', 'andersholm', 'jojokushner']",['nancymeyers'],['comedy'],"['waverlyfilms', 'warnerbros']",7.1
253412,2.798017,55000000,203427584,everest,"['jasonclarke', 'jakegyllenhaal', 'joshbrolin', 'johnhawkes', 'samworthington']",['baltasarkormã¡kur'],"['adventure', 'drama']","['universalpictures', 'workingtitlefilms', 'waldenmedia', 'crosscreekpictures', 'freestatepictures']",6.7
274479,2.793297,60000000,101134059,joy,"['jenniferlawrence', 'bradleycooper', 'robertdeniro', 'daschapolanco', 'edgarramã\xadrez']",['davidorussell'],"['comedy', 'drama']","['fox2pictures', 'davisentertainment', 'annapurnapictures', 'tsgentertainment']",6.4
257088,2.6144990000000004,105000000,133718711,point break,"['edgarramã\xadrez', 'lukebracey', 'teresapalmer', 'delroylindo', 'raywinstone']",['ericsoncore'],"['action', 'crime', 'thriller']","['studiobabelsberg', 'alconentertainment', 'dmgentertainment', 'ehmanproductions']",5.5
295964,2.584264,20000000,36606743,burnt,"['bradleycooper', 'siennamiller', 'lilyjames', 'aliciavikander', 'umathurman']",['johnwells'],['drama'],"['doublefeaturefilms', 'peapiefilms', '3artsentertainment']",6.3
238615,2.578919,26000000,30523226,selfless,"['ryanreynolds', 'benkingsley', 'nataliemartinez', 'matthewgoode', 'michelledockery']",['tarsemsingh'],"['sciencefiction', 'mystery', 'thriller']","['endgameentertainment', 'rambergmanproductions']",6.2
210860,2.575711,60000000,30418560,mortdecai,"['johnnydepp', 'gwynethpaltrow', 'ewanmcgregor', 'paulbettany', 'oliviamunn']",['davidkoepp'],"['comedy', 'adventure']","['lionsgate', 'madchance', 'oddlotentertainment', 'huayibrothersmedia']",5.3
306819,2.557859,15000000,64191523,danish girl,"['eddieredmayne', 'aliciavikander', 'matthiasschoenaerts', 'amberheard', 'benwhishaw']",['tomhooper'],['drama'],"['prettypictures', 'workingtitlefilms', 'artã©misproductions', 'letaxshelterdugouvernementfã©dã©raldebelgique', 'taxshelterbe']",7.3
201088,2.5507470000000003,70000000,17752940,blackhat,"['chrishemsworth', 'leehomwang', 'tangwei', 'violadavis', 'holtmccallany']",['michaelmann'],"['mystery', 'crime', 'action', 'thriller', 'drama']","['universalpictures', 'forwardpass', 'legendarypictures']",5.0
273481,2.487849,30000000,84025816,sicario,"['emilyblunt', 'beniciodeltoro', 'joshbrolin', 'victorgarber', 'jonbernthal']",['denisvilleneuve'],"['action', 'crime', 'drama', 'mystery', 'thriller']","['lionsgate', 'thunderroadpictures', 'blacklabelmedia']",7.1
166424,2.487042,120000001,167977596,fantastic four,"['milesteller', 'katemara', 'michaelbjordan', 'jamiebell', 'tobykebbell']",['joshtrank'],"['action', 'adventure', 'sciencefiction']","['twentiethcenturyfoxfilmcorporation', 'marvfilms', 'marvelentertainment', 'constantinfilm', 'movingpicturecompanympc']",4.4
310131,2.46449,3500000,40423945,witch,"['anyataylorjoy', 'ralphineson', 'katedickie', 'harveyscrimshaw', 'elliegrainger']",['roberteggers'],"['mystery', 'horror']","['partsandlabor', 'rtfeatures', 'rooksnestentertainment', 'maidenvoyagepictures', 'pulsefilms']",5.8
238713,2.404473,65000000,235666219,spy,"['melissamccarthy', 'jasonstatham', 'rosebyrne', 'mirandahart', 'bobbycannavale']",['paulfeig'],"['action', 'comedy', 'crime']","['twentiethcenturyfoxfilmcorporation', 'cherninentertainment', 'feigcoentertainment']",6.9
256591,2.395366,50100000,153962963,focus,"['willsmith', 'margotrobbie', 'rodrigosantoro', 'roberttaylor', 'geraldmcraney']","['glennficarra', 'johnrequa']","['romance', 'comedy', 'crime', 'drama']","['kramersigmanfilms', 'ratpacduneentertainment', 'zaftigfilms']",6.7
249070,2.354654,35000000,82347656,hitman agent ,"['rupertfriend', 'zacharyquinto', 'hannahware', 'emiliorivera', 'rolfkanies']",['aleksanderbach'],"['action', 'crime', 'thriller']","['twentiethcenturyfoxfilmcorporation', 'foxinternationalproductions', 'infiniteframeworksstudios', 'tsgentertainment']",5.5
205775,2.345821,100000000,93820758,heart sea,"['chrishemsworth', 'benjaminwalker', 'cillianmurphy', 'brendangleeson', 'benwhishaw']",['ronhoward'],"['thriller', 'drama', 'adventure', 'action', 'history']","['imagineentertainment', 'springcreekproductions', 'warnerbros', 'rothfilms', 'kjammedia']",6.4
334074,2.331636,20000000,0,survivor,"['piercebrosnan', 'millajovovich', 'dylanmcdermott', 'angelabassett', 'robertforster']",['jamesmcteigue'],"['crime', 'thriller', 'action']","['nuimagefilms', 'winklerfilms', 'millenniumfilms', 'survivorproductions']",5.4
312221,2.331567,35000000,137935567,creed,"['michaelbjordan', 'sylvesterstallone', 'grahammctavish', 'tessathompson', 'phyliciarashäd']",['ryancoogler'],['drama'],"['newlinecinema', 'warnerbros', 'metrogoldwynmayermgm', 'chartoffwinklerproductions']",7.3
271718,2.31767,35000000,140795793,trainwreck,"['amyschumer', 'billhader', 'brielarson', 'colinquinn', 'vanessabayer']",['juddapatow'],['comedy'],"['universalpictures', 'fujitelevisionnetwork', 'dentsu', 'apatowproductions']",6.1
333352,2.29573,13000000,32848185,eye sky,"['helenmirren', 'aaronpaul', 'alanrickman', 'iainglen', 'barkhadabdi']",['gavinhood'],"['drama', 'thriller', 'war']","['entertainmentone', 'moonlightingfilms', 'raindogfilms']",7.2
276907,2.28135,25000000,42972994,legend,"['tomhardy', 'emilybrowning', 'christophereccleston', 'davidthewlis', 'taronegerton']",['brianhelgeland'],"['crime', 'thriller']","['workingtitlefilms', 'crosscreekpictures', 'antoncapitalentertainmentace']",6.7
284289,2.272044,0,45895,beyond reach,"['michaeldouglas', 'jeremyirvine', 'hannamanganlawrence', 'ronnycox', 'martinpalmer']",['jeanbaptistelã©onetti'],['thriller'],['furthurfilms'],5.5
266647,2.234573,150000000,128388320,pan,"['levimiller', 'garretthedlund', 'hughjackman', 'rooneymara', 'amandaseyfried']",['joewright'],"['adventure', 'family', 'fantasy']","['warnerbros', 'movingpicturecompanympc', 'berlantiproductions', 'ratpacduneentertainment']",5.9
347096,2.165433,0,0,mythica darkspore,"['melaniestone', 'kevinsorbo', 'adamjohnson', 'jakestormoen', 'rockymyers']",['annekblack'],"['action', 'adventure', 'fantasy']",['arrowstormentertainment'],5.1
308369,2.141506,0,0,earl dying girl,"['thomasmann', 'rjcyler', 'oliviacooke', 'conniebritton', 'nickofferman']",['alfonsogomezrejon'],"['comedy', 'drama']",['indianpaintbrush'],7.7
227973,2.140199,99000000,246233113,peanuts movie,"['noahschnapp', 'billmelendez', 'venusschultheis', 'hadleybellemiller', 'madisynshipman']",['stevemartino'],"['adventure', 'animation', 'comedy', 'family']","['blueskystudios', 'twentiethcenturyfoxanimation', 'feigcoentertainment']",6.4
321741,2.121884,35000000,48623572,concussion,"['willsmith', 'bitsietulloch', 'gugumbatharaw', 'alecbaldwin', 'matthewwillig']",['peterlandesman'],['drama'],"['villageroadshowpictures', 'scottfreeproductions', 'lstarcapital', 'thecantilloncompany', 'theshumancompany']",6.9
296100,2.096273,25000000,52395996,night,"['josephgordonlevitt', 'sethrogen', 'anthonymackie', 'lizzycaplan', 'jillianbell']",['jonathanlevine'],['comedy'],"['sonypictures', 'pointgreypictures', 'gooduniverse']",6.1
263472,2.080935,2500000,5214043,knock knock,"['keanureeves', 'lorenzaizzo', 'anadearmas', 'aaronburns', 'colleencamp']",['eliroth'],"['drama', 'horror', 'thriller']","['universumfilmufa', 'dragonflyentertainment', 'blackbearpictures', 'squareoneentertainment', 'sobrasinternationalpictures']",4.8
228205,2.070708,34000000,63013281,longest ride,"['scotteastwood', 'brittrobertson', 'lolitadavidovich', 'melissabenoist', 'jackhuston']",['georgetillmanjr'],"['romance', 'drama']","['fox2pictures', 'templehillentertainment']",7.3
159824,2.060162,80000000,466183544,hotel transylvania ,"['adamsandler', 'andysamberg', 'selenagomez', 'kevinjames', 'stevebuscemi']",['genndytartakovsky'],"['animation', 'comedy', 'family']","['columbiapictures', 'sonypicturesanimation']",6.8
333348,2.055572,17000000,24000000,love coopers,"['stevemartin', 'dianekeaton', 'johngoodman', 'alanarkin', 'oliviawilde']",['jessienelson'],"['family', 'comedy']","['imagineentertainment', 'groundswellproductions', 'cbsfilms']",5.3
285783,2.049886,35000000,61181942,walk,"['josephgordonlevitt', 'benkingsley', 'charlottelebon', 'benschwartz', 'jamesbadgedale']",['robertzemeckis'],"['adventure', 'drama', 'thriller']","['tristarpictures', 'sonypicturesentertainment', 'imagemovers']",6.8
290764,2.026651,11000000,1863315,tracers,"['marieavgeropoulos', 'taylorlautner', 'adamrayner', 'rafigavron', 'sammedina']",['danielbenmayor'],"['action', 'crime', 'drama']","['templehillentertainment', 'senatorfilm', 'freerunning', 'melbarken', 'sabanfilms']",5.9
296099,2.000338,31000000,104384188,vacation,"['edhelms', 'christinaapplegate', 'skylergisondo', 'steelestebbins', 'chrishemsworth']","['johnfrancisdaley', 'jonathanmgoldstein']","['adventure', 'comedy']","['newlinecinema', 'benderspink', 'daviddobkinproductions']",6.1
243688,1.984529,35000000,95437994,poltergeist,"['samrockwell', 'rosemariedewitt', 'saxonsharbino', 'kylecatlett', 'kennediclements']",['gilkenan'],"['horror', 'thriller']","['ghosthousepictures', 'vertigoentertainment', 'metrogoldwynmayermgm', 'tsgentertainment']",5.0
287424,1.980039,4000000,187112,maggie,"['arnoldschwarzenegger', 'abigailbreslin', 'joelyrichardson', 'lauracayouette', 'jdevermore']",['henryhobson'],['horror'],"['lionsgate', 'grindstoneentertainmentgroup', 'silverreel', 'slypredator', 'mattbaerfilms']",5.1
301875,1.959765,0,2000000,equals,"['kristenstewart', 'nicholashoult', 'guypearce', 'jackiweaver', 'belpowley']",['drakedoremus'],"['drama', 'romance', 'sciencefiction']","['scottfreeproductions', 'infiniteframeworksstudios', 'freedommedia', 'routeoneentertainment']",5.6
181283,1.95632,50000000,3324330,child ,"['tomhardy', 'garyoldman', 'noomirapace', 'joelkinnaman', 'paddyconsidine']",['danielespinosa'],"['crime', 'thriller']","['summitentertainment', 'scottfreeproductions', 'worldviewentertainment']",5.9
328425,1.926739,5000000,58978653,gift,"['jasonbateman', 'rebeccahall', 'joeledgerton', 'daviddenman', 'beauknapp']",['joeledgerton'],"['thriller', 'mystery']","['blumhouseproductions', 'bluetonguefilms', 'stxentertainment', 'ahimsafilms']",6.6
274167,1.904898,50000000,240360392,daddys home,"['willferrell', 'markwahlberg', 'lindacardellini', 'thomashadenchurch', 'hannibalburess']",['seananders'],['comedy'],"['paramountpictures', 'garysanchezproductions', 'gooduniverse', 'redgranitepictures']",5.7
370687,1.876037,0,0,mythica necromancer,"['melaniestone', 'adamjohnson', 'kevinsorbo', 'nicolaposener', 'jakestormoen']",['atoddsmith'],"['fantasy', 'action', 'adventure']","['arrowstormentertainment', 'camera4productions', 'bellpondfilms']",5.4
307663,1.872696,10000000,0,vice,"['ambyrchilders', 'thomasjane', 'bryangreenberg', 'brucewillis', 'johnathonschaech']",['brianamiller'],"['thriller', 'sciencefiction', 'action', 'adventure']","['grindstoneentertainmentgroup', 'k5international', 'emmettfurlafilms', 'apertureentertainment']",4.1
309809,1.865007,64000000,97571250,little prince,"['jeffbridges', 'rachelmcadams', 'paulrudd', 'marioncotillard', 'jamesfranco']",['markosborne'],"['adventure', 'animation', 'fantasy']","['onyxfilms', 'orangestudios', 'citymation', 'onentertainment', 'zippcastfilms']",7.5
258509,1.841779,0,233755553,alvin chipmunks road chip,"['jasonlee', 'justinlong', 'bellathorne', 'matthewgraygubler', 'jessemccartney']",['waltbecker'],"['adventure', 'animation', 'comedy', 'family']","['regencyenterprises', 'fox2pictures', 'sunsweptentertainment', 'bagdasarianproductions', 'tsgentertainment']",5.7
298382,1.82313,11930000,18340000,dressmaker,"['katewinslet', 'liamhemsworth', 'carolinegoodall', 'judydavis', 'hayleymagnus']",['jocelynmoorhouse'],['drama'],"['amazonstudios', 'filmartmedia', 'apollomedia']",6.9
272693,1.758618,8500000,43528634,duff,"['maewhitman', 'robbieamell', 'bellathorne', 'biancaasantos', 'skylersamuels']",['arisandel'],"['romance', 'comedy']","['wonderlandsoundandvision', 'cbsfilms', 'vastentertainment']",6.8
283445,1.742286,10000000,52882018,sinister ,"['shannynsossamon', 'jamesransone', 'tateellington', 'nicholasking', 'lucasjadezumann']",['ciaranfoy'],['horror'],"['alliancefilms', 'blumhouseproductions', 'imglobal', 'automatikentertainment', 'entertainmentone']",5.5
256961,1.73518,30000000,107597242,paul blart mall cop ,"['kevinjames', 'rainirodriguez', 'eduardoverã¡stegui', 'daniellaalonso', 'nealmcdonough']",['andyfickman'],"['action', 'adventure', 'comedy', 'family']","['columbiapictures', 'happymadisonproductions', 'sonypicturesreleasing', 'sonypictureshomeentertainment', 'sonypicturesentertainmentspe']",5.3
326359,1.7247119999999898,0,0,frozen fever,"['kristenbell', 'idinamenzel', 'jonathangroff', 'joshgad', 'chriswilliams']","['chrisbuck', 'jenniferlee']","['adventure', 'animation', 'family']","['waltdisneypictures', 'waltdisneyanimationstudios']",7.0
254302,1.661789,0,0,highrise,"['tomhiddleston', 'siennamiller', 'jeremyirons', 'lukeevans', 'elisabethmoss']",['benwheatley'],"['action', 'drama', 'sciencefiction']","['ingeniousmedia', 'hanwayfilms', 'scopepictures', 'recordedpicturecompanyrpc', 'northernirelandscreen']",5.4
241251,1.6510779999999898,4000000,50163103,boy next door,"['jenniferlopez', 'ryanguzman', 'iannelson', 'johncorbett', 'kristinchenoweth']",['robcohen'],['thriller'],"['universalpictures', 'nuyoricanproductions', 'blumhouseproductions', 'smartentertainment']",3.9
292040,1.646664,0,0,spooks greater good,"['peterfirth', 'kitharington', 'jenniferehle', 'larapulver', 'elyesgabel']",['bharatnalluri'],"['thriller', 'action']","['bbcfilms', 'isleofmanfilm', 'shinepictures', 'kudosfilmandtelevision', 'pinewoodpictures']",5.6
